Date,State,Goods_Exports,Goods_Imports,Services_Exports,Services_Imports,Total_exports,Total_imports,Two_way_trade
12/20/2020,Florida,2.15,0.05,0.00,0.02,2.15,0.07,2.23
12/21/2020,Florida,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12/22/2020,Florida,5.38,4.03,2.68,1.01,8.07,5.05,13.11
12/23/2020,Florida,71.31,2.28,1.48,1.97,72.79,4.25,77.04
12/24/2020,Florida,18.11,0.01,0.53,1.18,18.65,1.19,19.84
12/25/2020,Florida,0.24,0.29,0.29,0.57,0.53,0.86,1.39
12/26/2020,Florida,467.07,269.34,39.01,19.84,506.07,289.18,795.26
12/27/2020,Florida,796.62,1283.54,247.55,142.35,1044.17,1425.89,2470.07
12/28/2020,Florida,6.02,0.93,0.38,0.00,6.40,0.93,7.33
12/29/2020,Florida,0.38,0.75,0.59,1.08,0.97,1.83,2.80
12/30/2020,Florida,154.14,2.33,60.01,36.28,214.15,38.62,252.77
12/31/2020,Florida,0.06,0.10,1.85,0.00,1.91,0.10,2.00
1/1/2021,Florida,20.04,0.13,1.83,8.32,21.87,8.45,30.32
1/2/2021,Florida,178.83,0.01,1.05,1.00,179.88,1.01,180.90
1/3/2021,Florida,24.78,1.67,2.34,0.06,27.12,1.73,28.85
1/4/2021,Florida,808.28,527.67,136.20,151.07,944.48,678.74,1623.21
1/5/2021,Florida,48.23,76.55,44.10,6.53,92.33,83.09,175.41
1/6/2021,Florida,11.94,1.23,34.58,6.19,46.51,7.42,53.94
1/7/2021,Florida,1.61,4.28,0.58,2.00,2.19,6.28,8.47
1/8/2021,Florida,0.00,200.57,0.00,0.00,0.00,200.57,200.57
1/9/2021,Florida,86.72,46.48,11.06,1.86,97.79,48.34,146.13
1/10/2021,Florida,46.90,1.15,2.23,1.27,49.13,2.42,51.54
1/11/2021,Florida,71.82,43.34,2.96,6.77,74.79,50.11,124.89
1/12/2021,Florida,191.00,2.41,72.97,22.68,263.98,25.08,289.06
1/13/2021,Florida,178.44,9.41,41.86,18.31,220.30,27.73,248.02
1/14/2021,Florida,633.59,110.99,201.52,107.72,835.11,218.71,1053.82
1/15/2021,Florida,85.13,69.40,4.67,6.09,89.80,75.49,165.29
1/16/2021,Florida,63.95,130.51,18.43,7.76,82.38,138.27,220.65
1/17/2021,Florida,0.00,0.00,0.00,0.14,0.00,0.14,0.14
1/18/2021,Florida,0.68,0.06,0.05,0.32,0.73,0.38,1.11
1/19/2021,Florida,1.95,16.36,1.21,0.14,3.15,16.50,19.65
1/20/2021,Florida,33.28,37.03,5.56,4.82,38.84,41.84,80.69
1/21/2021,Florida,0.93,0.00,0.25,0.09,1.18,0.09,1.27
1/22/2021,Florida,0.91,0.33,0.44,0.06,1.35,0.39,1.74
1/23/2021,Florida,29.43,208.53,6.14,1.25,35.57,209.78,245.35
1/24/2021,Florida,10.59,0.00,1.12,0.11,11.71,0.11,11.82
1/25/2021,Florida,4.82,16.91,3.92,2.25,8.74,19.16,27.90
1/26/2021,Florida,0.88,3.32,0.00,0.00,0.88,3.32,4.20
1/27/2021,Florida,220.96,136.68,45.31,11.93,266.27,148.60,414.88
1/28/2021,Florida,0.56,0.46,0.33,0.34,0.89,0.80,1.69
1/29/2021,Florida,511.88,651.12,96.81,8.72,608.69,659.85,1268.53
1/30/2021,Florida,29.14,5.68,11.63,9.70,40.78,15.38,56.16
1/31/2021,Florida,5.37,0.59,1.35,0.45,6.73,1.04,7.76
2/1/2021,Florida,61.60,0.05,0.55,0.19,62.15,0.24,62.39
2/2/2021,Florida,62.93,295.48,54.82,12.03,117.74,307.51,425.25
2/3/2021,Florida,1125.83,1375.93,384.10,1182.16,1509.93,2558.09,4068.02
2/4/2021,Florida,0.00,0.05,0.00,0.00,0.00,0.05,0.05
2/5/2021,Florida,3.48,16.88,2.49,1.10,5.96,17.98,23.94
2/6/2021,Florida,0.94,69.98,3.22,1.05,4.16,71.02,75.18
2/7/2021,Florida,3.49,0.63,0.84,0.62,4.33,1.25,5.59
2/8/2021,Florida,0.01,0.06,0.06,0.15,0.07,0.21,0.28
2/9/2021,Florida,18.51,1.69,0.20,0.05,18.71,1.74,20.45
2/10/2021,Florida,3.28,0.00,0.05,0.23,3.32,0.23,3.55
2/11/2021,Florida,0.09,0.54,0.01,0.00,0.11,0.54,0.64
2/12/2021,Florida,0.00,0.03,0.00,0.00,0.00,0.03,0.03
2/13/2021,Florida,0.00,0.01,0.00,0.00,0.00,0.01,0.01
2/14/2021,Florida,10.57,1.85,0.26,0.05,10.83,1.90,12.73
2/15/2021,Florida,0.97,0.37,0.00,0.09,0.97,0.47,1.44
2/16/2021,Florida,14.26,0.01,0.10,0.00,14.36,0.01,14.37
2/17/2021,Florida,0.01,0.39,0.23,0.23,0.24,0.62,0.86
2/18/2021,Florida,0.33,0.00,0.05,1.48,0.38,1.48,1.86
2/19/2021,Florida,0.41,0.00,0.05,0.00,0.46,0.00,0.46
2/20/2021,Florida,0.00,0.00,0.02,0.00,0.02,0.00,0.02
2/21/2021,Florida,0.66,0.04,0.00,0.00,0.66,0.04,0.70
2/22/2021,Florida,825.32,2233.82,202.77,201.97,1028.09,2435.79,3463.88
2/23/2021,Florida,0.00,0.01,0.18,0.09,0.18,0.10,0.29
2/24/2021,Florida,0.01,0.06,1.01,2.04,1.02,2.10,3.12
2/25/2021,Florida,2.73,0.28,0.62,3.87,3.35,4.15,7.49
2/26/2021,Florida,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2/27/2021,Florida,4.01,5.24,0.10,0.00,4.11,5.25,9.36
2/28/2021,Florida,78.33,2.12,77.74,68.02,156.06,70.13,226.20
3/1/2021,Florida,101.85,167.87,5.77,9.74,107.62,177.62,285.24
3/2/2021,Florida,48.76,1.20,0.56,0.59,49.32,1.79,51.12
3/3/2021,Florida,3.93,0.02,3.06,1.31,7.00,1.33,8.32
3/4/2021,Florida,1087.74,722.74,163.21,46.43,1250.95,769.17,2020.12
3/5/2021,Florida,5.02,9.13,0.70,1.78,5.72,10.91,16.63
3/6/2021,Florida,9.96,6.44,5.43,1.37,15.39,7.82,23.20
3/7/2021,Florida,0.89,1.21,0.69,0.61,1.57,1.81,3.39
3/8/2021,Florida,0.00,0.02,0.00,0.33,0.00,0.35,0.35
3/9/2021,Florida,5298.58,5573.59,2797.86,2578.26,8096.44,8151.85,16248.29
3/10/2021,Florida,22.91,7.51,7.50,2.38,30.41,9.89,40.30
3/11/2021,Florida,3.25,0.04,0.15,0.19,3.40,0.23,3.63
3/12/2021,Florida,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3/13/2021,Florida,1.32,0.05,0.00,0.00,1.32,0.05,1.37
3/14/2021,Florida,75.74,0.11,0.51,0.70,76.25,0.81,77.05
3/15/2021,Florida,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3/16/2021,Florida,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3/17/2021,Florida,515.64,634.89,77.50,67.90,593.14,702.80,1295.94
3/18/2021,Florida,51.36,0.68,28.77,39.56,80.14,40.23,120.37
3/19/2021,Florida,3.83,0.00,0.52,0.34,4.35,0.34,4.69
3/20/2021,Florida,109.38,4.97,94.59,150.45,203.97,155.42,359.39
3/21/2021,Florida,37.15,0.04,0.05,0.05,37.20,0.09,37.29
3/22/2021,Florida,0.80,0.01,0.00,0.00,0.80,0.01,0.81
3/23/2021,Florida,179.71,150.87,75.12,48.53,254.83,199.39,454.22
3/24/2021,Florida,1.97,0.09,0.65,0.72,2.62,0.81,3.43
3/25/2021,Florida,1.22,2.21,1.54,1.89,2.76,4.10,6.87
3/26/2021,Florida,0.00,0.01,0.21,0.06,0.21,0.07,0.28
3/27/2021,Florida,874.00,1911.17,140.57,219.41,1014.56,2130.58,3145.14
3/28/2021,Florida,0.38,0.10,1.54,5.61,1.92,5.71,7.63
3/29/2021,Florida,1.45,0.06,0.52,1.68,1.98,1.74,3.72
3/30/2021,Florida,0.00,0.14,-1.51,0.30,-1.50,0.44,-1.06
3/31/2021,Florida,0.21,0.45,0.68,0.20,0.89,0.65,1.55
4/1/2021,Florida,16.75,0.10,0.42,0.15,17.16,0.25,17.41
4/2/2021,Florida,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4/3/2021,Florida,29.08,0.00,1.02,0.40,30.11,0.40,30.50
4/4/2021,Florida,0.26,0.00,0.63,0.80,0.89,0.80,1.69
4/5/2021,Florida,23.00,212.09,116.69,28.04,139.69,240.14,379.83
4/6/2021,Florida,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4/7/2021,Florida,29.12,232.25,32.92,41.95,62.04,274.20,336.23
4/8/2021,Florida,8806.33,6641.57,4817.60,5314.28,13623.93,11955.85,25579.77
4/9/2021,Florida,1.16,0.09,0.82,0.05,1.97,0.14,2.11
4/10/2021,Florida,66.52,0.15,0.32,0.43,66.84,0.58,67.42
4/11/2021,Florida,0.18,2.68,0.18,0.38,0.36,3.05,3.41
4/12/2021,Florida,26.19,1.39,3.61,4.67,29.80,6.06,35.87
4/13/2021,Florida,309.33,105.35,22.57,5.69,331.90,111.04,442.94
4/14/2021,Florida,247.55,385.47,46.87,74.03,294.42,459.51,753.92
4/15/2021,Florida,1.22,0.00,0.05,0.14,1.27,0.14,1.41
4/16/2021,Florida,12.28,29.83,3.25,1.68,15.53,31.51,47.03
4/17/2021,Florida,37.97,5.20,3.50,2.90,41.46,8.10,49.56
4/18/2021,Florida,0.00,0.02,0.00,0.05,0.00,0.07,0.07
4/19/2021,Florida,1.18,0.00,0.05,0.00,1.24,0.00,1.24
4/20/2021,Florida,12.03,0.13,6.94,52.90,18.97,53.03,72.00
4/21/2021,Florida,5.41,0.02,3.91,1.09,9.33,1.11,10.44
4/22/2021,Florida,2.43,6.30,0.67,0.54,3.10,6.84,9.94
4/23/2021,Florida,79.56,167.04,179.33,24.53,258.89,191.57,450.46
4/24/2021,Florida,2.35,0.04,6.07,1.43,8.42,1.47,9.88
4/25/2021,Florida,1.39,0.00,0.10,0.34,1.49,0.34,1.83
4/26/2021,Florida,0.04,0.00,0.35,1.21,0.39,1.21,1.61
4/27/2021,Florida,1.17,2.32,0.68,0.24,1.85,2.56,4.41
4/28/2021,Florida,0.83,0.61,1.72,0.15,2.55,0.76,3.31
4/29/2021,Florida,677.01,608.02,402.44,171.08,1079.44,779.09,1858.54
4/30/2021,Florida,0.00,0.07,0.00,0.00,0.00,0.07,0.07
5/1/2021,Florida,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5/2/2021,Florida,0.00,0.27,0.00,0.00,0.00,0.27,0.27
5/3/2021,Florida,3.99,0.02,0.32,0.03,4.31,0.05,4.36
5/4/2021,Florida,97.66,371.20,205.11,370.26,302.77,741.46,1044.23
5/5/2021,Florida,25.34,0.01,0.11,0.17,25.45,0.17,25.63
5/6/2021,Florida,113.51,1.68,48.79,245.33,162.31,247.01,409.32
5/7/2021,Florida,179.72,107.58,66.33,15.35,246.05,122.93,368.98
5/8/2021,Florida,16.82,0.86,0.20,0.10,17.03,0.96,17.98
5/9/2021,Florida,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5/10/2021,Florida,20.60,24.08,46.36,3.99,66.96,28.07,95.03
5/11/2021,Florida,11.31,27.56,2.74,3.60,14.05,31.16,45.21
5/12/2021,Florida,51.64,1.07,1.03,2.70,52.67,3.77,56.44
5/13/2021,Florida,0.10,0.00,0.00,0.05,0.10,0.05,0.15
5/14/2021,Florida,0.75,0.01,93.77,0.42,94.52,0.43,94.95
5/15/2021,Florida,2.71,1.79,0.00,0.00,2.71,1.79,4.50
5/16/2021,Florida,15.35,1.92,1.48,48.01,16.83,49.92,66.76
5/17/2021,Florida,13.40,157.07,19.07,4.81,32.47,161.88,194.35
5/18/2021,Florida,713.82,2882.78,730.72,796.59,1444.54,3679.37,5123.91
5/19/2021,Florida,1.97,2.56,0.05,0.00,2.02,2.56,4.58
5/20/2021,Florida,153.87,226.10,230.86,546.43,384.73,772.53,1157.26
5/21/2021,Florida,0.01,0.01,0.14,0.05,0.15,0.06,0.21
5/22/2021,Florida,22.79,14.72,1.11,0.56,23.89,15.28,39.17
5/23/2021,Florida,535.17,0.08,0.11,0.24,535.28,0.31,535.59
5/24/2021,Florida,5.16,59.74,5.17,1.83,10.33,61.56,71.89
5/25/2021,New York,4.77,10.26,2.76,0.10,7.53,10.37,17.89
5/26/2021,New York,282.63,6.12,2.38,6.06,285.01,12.18,297.19
5/27/2021,New York,0.00,0.00,0.11,0.00,0.11,0.00,0.11
5/28/2021,New York,210.81,425.28,80.98,34.29,291.79,459.57,751.36
5/29/2021,New York,3.45,5.09,0.54,4.29,3.98,9.37,13.36
5/30/2021,New York,16.43,153.92,19.56,5.15,35.99,159.07,195.05
5/31/2021,New York,493.19,59.98,168.94,375.74,662.13,435.71,1097.84
6/1/2021,New York,0.21,0.05,0.21,0.10,0.43,0.15,0.58
6/2/2021,New York,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6/3/2021,New York,4.50,0.01,0.27,0.09,4.77,0.11,4.87
6/4/2021,New York,320.81,952.41,429.84,116.37,750.65,1068.78,1819.43
6/5/2021,New York,1.86,0.31,0.08,0.00,1.94,0.31,2.25
6/6/2021,New York,1448.15,1655.44,1522.66,927.70,2970.80,2583.14,5553.94
6/7/2021,New York,3.73,0.02,0.32,0.01,4.06,0.02,4.08
6/8/2021,New York,5.23,0.36,0.40,0.64,5.63,1.00,6.64
6/9/2021,New York,0.44,0.02,0.26,0.00,0.71,0.02,0.73
6/10/2021,New York,40.42,8.16,0.23,0.81,40.65,8.97,49.62
6/11/2021,New York,1.16,0.00,2.94,6.66,4.10,6.66,10.76
6/12/2021,New York,0.00,0.00,0.26,0.18,0.26,0.18,0.43
6/13/2021,New York,0.36,0.17,0.65,0.05,1.01,0.22,1.23
6/14/2021,New York,2.00,0.48,0.05,0.00,2.05,0.48,2.53
6/15/2021,New York,6.88,0.31,0.07,0.05,6.95,0.36,7.31
6/16/2021,New York,0.31,0.00,0.00,0.00,0.31,0.00,0.31
6/17/2021,New York,45.25,32.78,4.78,12.55,50.03,45.34,95.37
6/18/2021,New York,0.00,0.08,0.10,0.02,0.10,0.10,0.19
6/19/2021,New York,36.07,25.98,0.65,0.29,36.72,26.26,62.98
6/20/2021,New York,7.39,0.01,1.34,0.59,8.73,0.60,9.33
6/21/2021,New York,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6/22/2021,New York,24.38,2.56,0.12,0.05,24.51,2.61,27.11
6/23/2021,New York,1233.92,84.90,411.45,347.80,1645.37,432.71,2078.08
6/24/2021,New York,1.25,4.53,0.17,0.04,1.42,4.57,5.99
6/25/2021,New York,2.11,4.35,2.88,9.63,4.99,13.98,18.97
6/26/2021,New York,0.66,0.64,2.25,0.28,2.91,0.93,3.84
6/27/2021,New York,4.60,81.60,6.87,3.90,11.47,85.50,96.97
6/28/2021,New York,963.52,791.05,123.56,129.06,1087.07,920.11,2007.19
6/29/2021,New York,57.70,227.10,50.28,155.20,107.98,382.30,490.28
6/30/2021,New York,27.96,164.51,22.17,11.57,50.13,176.08,226.21
7/1/2021,New York,679.54,593.08,1126.58,264.93,1806.13,858.01,2664.13
7/2/2021,New York,0.00,0.00,0.00,0.05,0.00,0.05,0.05
7/3/2021,New York,7.15,0.00,2.05,2.07,9.20,2.07,11.27
7/4/2021,New York,121.26,6.48,3.86,8.38,125.13,14.86,139.99
7/5/2021,New York,2.74,2.37,2.69,1.41,5.43,3.78,9.21
7/6/2021,New York,357.89,1104.91,65.30,66.25,423.19,1171.16,1594.35
7/7/2021,New York,33.61,7.19,1.68,0.44,35.29,7.63,42.92
7/8/2021,New York,95.84,3.03,1.47,2.01,97.31,5.04,102.35
7/9/2021,New York,3205.22,3864.17,882.59,206.56,4087.81,4070.73,8158.54
7/10/2021,New York,10.84,4.10,2.16,2.51,12.99,6.61,19.60
7/11/2021,New York,0.04,0.16,0.12,0.14,0.16,0.30,0.46
7/12/2021,New York,8.63,27.94,17.88,16.75,26.51,44.69,71.20
7/13/2021,New York,16.29,0.01,5.56,5.43,21.85,5.43,27.28
7/14/2021,New York,0.17,0.00,0.00,0.00,0.17,0.00,0.17
7/15/2021,New York,0.07,0.00,0.11,0.00,0.18,0.00,0.18
7/16/2021,New York,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7/17/2021,New York,122.51,31.59,2.60,0.94,125.11,32.53,157.65
7/18/2021,New York,2.07,0.30,6.12,0.37,8.19,0.66,8.85
7/19/2021,New York,2.42,1.25,0.80,0.55,3.23,1.79,5.02
7/20/2021,New York,1.54,2.67,1.74,2.42,3.28,5.10,8.37
7/21/2021,New York,14.78,1.63,0.69,0.92,15.47,2.54,18.02
7/22/2021,New York,4.62,0.01,0.00,0.02,4.62,0.02,4.64
7/23/2021,New York,0.10,0.69,0.85,1.35,0.96,2.04,3.00
7/24/2021,New York,401.93,60.94,65.02,21.62,466.95,82.57,549.51
7/25/2021,New York,0.82,9.86,0.66,0.05,1.49,9.91,11.40
7/26/2021,New York,0.00,0.86,0.14,0.00,0.14,0.86,1.00
7/27/2021,New York,17.67,56.70,3.66,1.59,21.33,58.29,79.62
7/28/2021,New York,2.21,7.39,5.40,6.25,7.60,13.65,21.25
7/29/2021,New York,14.10,10.26,1.68,0.74,15.78,11.00,26.77
7/30/2021,New York,42.68,0.00,0.15,0.00,42.83,0.00,42.83
7/31/2021,New York,79.35,58.62,1.36,2.27,80.72,60.89,141.60
8/1/2021,New York,0.03,0.24,1.93,0.55,1.96,0.79,2.75
8/2/2021,New York,0.13,0.32,0.14,0.22,0.26,0.54,0.81
8/3/2021,New York,0.01,0.05,0.00,0.00,0.01,0.05,0.05
8/4/2021,New York,3.27,1.81,0.10,0.24,3.37,2.04,5.42
8/5/2021,New York,5.79,0.06,3.49,0.38,9.28,0.44,9.73
8/6/2021,New York,0.07,0.65,0.38,0.99,0.44,1.63,2.08
8/7/2021,New York,10.90,0.06,0.18,0.22,11.08,0.28,11.36
8/8/2021,New York,40.80,5.10,5.52,4.97,46.32,10.07,56.39
8/9/2021,New York,8.60,0.05,1.19,0.60,9.79,0.65,10.44
8/10/2021,New York,26.59,0.54,11.84,1.36,38.43,1.91,40.33
8/11/2021,New York,4.86,0.01,0.44,0.09,5.29,0.11,5.40
8/12/2021,New York,5.24,0.00,0.00,0.00,5.24,0.00,5.24
8/13/2021,New York,0.84,0.03,0.05,0.05,0.90,0.08,0.97
8/14/2021,New York,0.00,0.03,0.03,0.00,0.03,0.03,0.06
8/15/2021,New York,5.48,2.85,3.55,1.13,9.03,3.98,13.01
8/16/2021,New York,75.10,6.51,2.52,1.45,77.62,7.97,85.59
8/17/2021,New York,30.60,0.00,0.50,1.62,31.09,1.62,32.72
8/18/2021,New York,0.03,0.27,0.42,0.42,0.45,0.70,1.14
8/19/2021,New York,360.05,321.25,42.22,18.58,402.27,339.83,742.10
8/20/2021,New York,1016.93,1693.98,286.31,142.72,1303.24,1836.71,3139.95
8/21/2021,New York,7.58,0.79,0.34,0.28,7.93,1.07,9.00
8/22/2021,New York,1.75,11.97,1.01,1.14,2.76,13.11,15.87
8/23/2021,New York,142.48,2.26,70.50,37.65,212.99,39.91,252.90
8/24/2021,New York,0.02,0.25,0.35,0.07,0.37,0.31,0.68
8/25/2021,New York,8.71,0.01,1.75,5.86,10.46,5.87,16.32
8/26/2021,New York,242.89,3.22,2.50,1.24,245.40,4.47,249.86
8/27/2021,New York,30.11,2.18,0.52,0.37,30.62,2.56,33.18
8/28/2021,New York,873.73,571.43,149.78,167.32,1023.51,738.75,1762.26
8/29/2021,New York,41.43,51.45,51.24,8.16,92.67,59.61,152.28
8/30/2021,New York,7.91,1.05,36.73,9.77,44.64,10.82,55.46
8/31/2021,New York,2.67,2.67,0.57,1.09,3.24,3.76,7.00
9/1/2021,New York,0.00,186.75,0.00,0.00,0.00,186.75,186.75
9/2/2021,New York,83.80,29.89,4.38,1.10,88.18,30.99,119.16
9/3/2021,New York,45.74,1.86,1.27,0.40,47.01,2.27,49.28
9/4/2021,New York,117.87,40.51,3.71,5.77,121.58,46.28,167.86
9/5/2021,New York,175.01,2.25,87.55,29.16,262.56,31.41,293.98
9/6/2021,New York,187.73,8.79,48.77,17.83,236.49,26.62,263.11
9/7/2021,New York,704.23,114.96,251.13,125.76,955.36,240.72,1196.07
9/8/2021,New York,131.97,68.24,4.68,6.70,136.66,74.94,211.60
9/9/2021,New York,56.60,158.52,25.02,9.27,81.61,167.79,249.41
9/10/2021,New York,0.00,0.00,0.00,0.00,0.00,0.00,0.00
9/11/2021,New York,1.51,0.02,0.02,0.21,1.52,0.22,1.75
9/12/2021,New York,1.50,14.75,0.75,0.00,2.25,14.76,17.00
9/13/2021,New York,45.11,39.99,7.38,4.53,52.48,44.52,97.00
9/14/2021,New York,1.08,0.01,0.47,0.19,1.55,0.20,1.75
9/15/2021,New York,1.08,0.41,0.70,0.20,1.78,0.61,2.38
9/16/2021,New York,38.11,137.59,9.04,1.39,47.16,138.98,186.13
9/17/2021,New York,12.35,0.03,1.11,0.14,13.46,0.17,13.63
9/18/2021,New York,5.36,36.70,4.93,2.95,10.29,39.66,49.95
9/19/2021,New York,1.55,3.22,0.00,0.00,1.55,3.22,4.77
9/20/2021,New York,218.12,299.89,54.31,14.17,272.44,314.07,586.50
9/21/2021,New York,0.32,0.59,0.48,0.69,0.79,1.28,2.07
9/22/2021,New York,575.02,329.61,89.46,9.75,664.47,339.36,1003.83
9/23/2021,New York,39.63,7.54,16.70,10.09,56.34,17.63,73.97
9/24/2021,New York,6.48,0.01,0.37,2.37,6.84,2.38,9.23
9/25/2021,New York,61.26,0.00,0.47,0.43,61.72,0.43,62.16
9/26/2021,New York,71.54,353.41,63.95,16.61,135.49,370.02,505.50
9/27/2021,New York,1140.97,1860.91,411.22,1138.13,1552.19,2999.04,4551.23
9/28/2021,New York,0.00,0.05,0.00,0.00,0.00,0.05,0.05
9/29/2021,New York,3.49,23.57,3.52,30.01,7.00,53.58,60.58
9/30/2021,New York,7.57,70.24,4.10,1.70,11.67,71.94,83.61
10/1/2021,New York,5.07,0.66,1.02,0.70,6.09,1.36,7.45
10/2/2021,New York,0.01,0.01,0.05,0.04,0.06,0.05,0.11
10/3/2021,New York,12.95,0.05,0.12,0.12,13.07,0.17,13.25
10/4/2021,New York,4.57,0.04,0.11,0.42,4.68,0.46,5.14
10/5/2021,New York,0.19,0.99,0.11,0.00,0.30,0.99,1.29
10/6/2021,New York,0.02,0.00,0.00,0.00,0.02,0.00,0.03
10/7/2021,New York,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10/8/2021,New York,8.83,2.30,0.12,0.00,8.95,2.30,11.25
10/9/2021,New York,1.13,0.00,0.00,0.05,1.13,0.05,1.18
10/10/2021,New York,13.53,0.04,0.00,0.05,13.53,0.09,13.61
10/11/2021,New York,0.02,0.93,0.53,0.19,0.55,1.12,1.68
10/12/2021,New York,0.15,0.04,0.06,0.81,0.22,0.85,1.06
10/13/2021,New York,0.22,0.00,0.05,0.00,0.28,0.00,0.28
10/14/2021,New York,0.00,0.00,0.02,0.00,0.02,0.00,0.02
10/15/2021,New York,0.98,0.23,0.02,0.05,1.00,0.28,1.28
10/16/2021,New York,881.10,2559.83,218.71,212.76,1099.81,2772.59,3872.41
10/17/2021,New York,0.13,0.00,0.00,0.00,0.13,0.00,0.13
10/18/2021,New York,0.58,0.27,0.87,2.02,1.46,2.29,3.74
10/19/2021,New York,5.77,0.35,1.01,4.20,6.78,4.55,11.33
10/20/2021,New York,0.27,0.01,0.05,0.00,0.32,0.01,0.32
10/21/2021,New York,5.77,6.59,0.35,0.21,6.12,6.79,12.91
10/22/2021,New York,69.46,3.59,81.76,71.92,151.23,75.50,226.73
10/23/2021,New York,93.53,193.80,7.67,6.45,101.20,200.25,301.45
10/24/2021,New York,65.13,1.47,1.01,0.10,66.14,1.57,67.72
10/25/2021,New York,4.14,0.01,3.10,0.91,7.24,0.91,8.15
10/26/2021,New York,1128.19,790.61,175.40,43.98,1303.59,834.60,2138.19
10/27/2021,New York,4.88,5.38,1.01,2.32,5.88,7.70,13.58
10/28/2021,New York,12.37,9.41,5.98,1.24,18.35,10.65,29.00
10/29/2021,New York,0.93,0.55,0.52,0.66,1.45,1.21,2.66
10/30/2021,New York,0.00,0.01,0.00,0.00,0.00,0.01,0.01
10/31/2021,New York,5324.93,5761.21,3136.45,2760.64,8461.38,8521.85,16983.24
11/1/2021,New York,14.93,5.56,9.03,3.39,23.96,8.96,32.92
11/2/2021,New York,4.45,0.07,0.23,0.14,4.69,0.21,4.90
11/3/2021,New York,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11/4/2021,New York,0.79,0.00,0.11,0.09,0.89,0.10,0.99
11/5/2021,New York,0.46,0.26,0.44,0.11,0.90,0.37,1.27
11/6/2021,New York,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11/7/2021,New York,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11/8/2021,New York,723.24,809.50,100.01,80.68,823.25,890.19,1713.44
11/9/2021,New York,46.45,0.65,36.23,39.40,82.68,40.05,122.74
11/10/2021,New York,5.53,0.00,0.58,0.29,6.11,0.29,6.41
11/11/2021,New York,109.62,6.77,106.16,166.95,215.78,173.72,389.50
11/12/2021,New York,23.00,0.06,0.00,0.00,23.00,0.06,23.06
11/13/2021,New York,0.51,0.00,0.00,0.00,0.51,0.00,0.51
11/14/2021,New York,223.50,139.62,77.68,53.93,301.18,193.55,494.73
11/15/2021,New York,1.15,0.12,0.61,0.52,1.76,0.64,2.40
11/16/2021,New York,3.05,1.14,1.44,2.49,4.49,3.62,8.11
